,title,category
363,Check audrey's status right now,general
364,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...,general
365,"Good afternoon sunshine! How dawns that day ? Are we refreshed and happy to be alive? Do we breathe in the air and smile ? I think of you, my love ... As always",general
366,Well i know Z will take care of me. So no worries.,general
367,"Update_Now - Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/F4Q=",general
368,Here is your discount code RP176781. To stop further messages reply stop. www.regalportfolio.co.uk. Customer Services 08717205546,general
369,Wat uniform? In where get?,general
370,"Cool, text me when you're ready",general
371,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ...",general
372,I will spoil you in bed as well :),general
373,I'm going for bath will msg you next  &lt;#&gt;  min..,general
374,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay,general
375,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",general
376,Can you say what happen,general
377,You could have seen me..i did't recognise you Face.:),general
378,Well there's not a lot of things happening in Lindsay on New years *sighs* Some bars in Ptbo and the blue heron has something going,general
379,Keep my payasam there if rinu brings,general
380,I taught that Ranjith sir called me. So only i sms like that. Becaus hes verifying about project. Prabu told today so only pa dont mistake me..,general
381,"I guess that's why you re worried. You must know that there's a way the body repairs itself. And i'm quite sure you shouldn't worry. We'll take it slow. First the tests, they will guide when your ovulation is then just relax. Nothing you've said is a reason to worry but i.ll keep on followin you up.",general
382,"Yeah sure, give me a couple minutes to track down my wallet",general
383,Hey leave it. not a big deal:-) take care.,general
384,Hey i will be late ah... Meet you at 945+,general
385,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",general
386,It took Mr owl 3 licks,general
387,Customer place i will call you.,general
388,Mm that time you dont like fun,general
389,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths ? Call MobilesDirect free on 08000938767 to update now! or2stoptxt,general
390,Yup having my lunch buffet now.. U eat already?,general
391,Huh so late... Fr dinner?,general
392,Hey so this sat are we going for the intro pilates only? Or the kickboxing too? ,general
393,Morning only i can ok.,general
394,Yes i think so. I am in office but my lap is in room i think thats on for the last few days. I didnt shut that down,general
395,Pick you up bout 7.30ish? What time are  and that going?,general
396,From here after The performance award is calculated every two month.not for current one month period..,general
397,Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.,general
398,"You are always putting your business out there. You put pictures of your ass on facebook. You are one of the most open people i've ever met. Why would i think a picture of your room would hurt you, make you feel violated.",general
399,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",general
400,Hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,general
401,"FREE RINGTONE text FIRST to 87131 for a poly or text GET to 87131 for a true tone! Help? 0845 2814032 16 after 1st free, tones are 3xÂ£150pw to eÂ£nd txt stop",general
402,Dear how is chechi. Did you talk to her,general
403,The hair cream has not been shipped.,general
404,None of that's happening til you get here though,general
405,"Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour",general
406,"Haha get used to driving to usf man, I know a lot of stoners",general
407,All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,general
408,Hello! Good week? Fancy a drink or something later?,general
409,Headin towards busetop,general
410,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,general
411,Come by our room at some point so we can iron out the plan for this weekend,general
412,Cos i want it to be your thing,general
413,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... ",general
414,Bring home some Wendy =D,general
415,100 dating service cal;l 09064012103 box334sk38ch,general
416,Whatsup there. Dont u want to sleep,general
417,Alright i have a new goal now,general
418,FREE entry into our Â£250 weekly competition just text the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,general
419,"Alright, I'll head out in a few minutes, text me where to meet you",general
420,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p,general
421,Yes:)from last week itself i'm taking live call.,general
422,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p,general
423,Siva is in hostel aha:-.,general
424,URGENT! Your Mobile number has been awarded with a Â£2000 prize GUARANTEED. Call 09058094455 from land line. Claim 3030. Valid 12hrs only,general
425,Send this to ur friends and receive something about ur voice..... How is my speaking expression? 1.childish 2.naughty 3.Sentiment 4.rowdy 5.ful of attitude 6.romantic 7.shy 8.Attractive 9.funny  &lt;#&gt; .irritating  &lt;#&gt; .lovable. reply me..,general
426,Ok. She'll be ok. I guess,general
427,aathi..where are you dear..,general
428,Any pain on urination any thing else?,general
429,7 at esplanade.. Do Ã¼ mind giving me a lift cos i got no car today..,general
430,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,general
431,At home watching tv lor.,general
432,Does she usually take fifteen fucking minutes to respond to a yes or no question,general
433,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX,general
434,Booked ticket for pongal?,general
435,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th,general
436,The message sent is askin for  &lt;#&gt; dollars. Shoul i pay  &lt;#&gt;  or  &lt;#&gt; ?,general
437,"Ask g or iouri, I've told the story like ten times already",general
438,How long does applebees fucking take,general
439,"Hi hope u get this txt~journey hasnt been gd,now about 50 mins late I think.",general
440,But i have to. I like to have love and arrange.,general
441,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,general
442,You were supposed to wake ME up &gt;:(,general
443,Oic... I saw him too but i tot he din c me... I found a group liao...,general
444,"Sorry, I'll call later",general
445,"""HEY HEY WERETHE MONKEESPEOPLE SAY WE MONKEYAROUND! HOWDY GORGEOUS, HOWU DOIN? FOUNDURSELF A JOBYET SAUSAGE?LOVE JEN XXX""",general
446,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?",general
447,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",general
448,I wont get concentration dear you know you are my mind and everything :-),general
449,LOL ... Have you made plans for new years?,general
450,10 min later k...,general
451,hanks lotsly!,general
452,Thanks for this hope you had a good day today,general
453,K:)k:)what are detail you want to transfer?acc no enough?,general
454,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.,general
455,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",general
456,Si si. I think ill go make those oreo truffles.,general
457,"LOOK AT AMY URE A BEAUTIFUL, INTELLIGENT WOMAN AND I LIKE U A LOT. I KNOW U DONÂ’T LIKE ME LIKE THAT SO DONÂ’T WORRY.",general
458,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl,general
459,"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",general
460,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.,general
461,Where did u go? My phone is gonna die you have to stay in here,general
